alert_id,timestamp,route_id,trip_id,risk_level,risk_score,alert_title,summary,key_findings,evidence,affected_route,affected_trip,affected_segment,estimated_revenue_impact_inr,confidence,recommended_action,dominant_explanation_type,status,version
ALT-760E11AFB1FC,2026-08-31T04:21:56.076391+00:00,1324,10057,NORMAL,0.2679,Nominal Operating Status — Route 1324,Trip 10057 operates within nominal baseline parameters (risk score 0.27).,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹755.00 (Deficit: ₹38.65, 4.9%)', 'Expected Passengers: 64 | Reported Passengers: 61 (Difference: 3, 5.0%)', 'Multi-factor Risk Score: 0.2679 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9509']","{'expected_passengers': 64.2, 'reported_passengers': 61.0, 'passenger_difference': 3.2, 'passenger_pct_difference': 5.0, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 755.0, 'revenue_difference_inr': 38.65, 'revenue_pct_difference': 4.87, 'anomaly_score': 0.9509, 'risk_score': 0.2679, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10057,,38.65,0.9509,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-2A1FDB0E2A56,2026-08-31T04:21:56.076451+00:00,1324,10058,MONITOR,0.3074,Operational Review Alert — Route 1324,Trip 10058 on Route 1324 triggered operational monitoring with composite risk score 0.31.,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹685.00 (Deficit: ₹108.65, 13.7%)', 'Expected Passengers: 66 | Reported Passengers: 57 (Difference: 9, 13.7%)', 'Multi-factor Risk Score: 0.3074 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9514']","{'expected_passengers': 66.0, 'reported_passengers': 57.0, 'passenger_difference': 9.0, 'passenger_pct_difference': 13.68, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 685.0, 'revenue_difference_inr': 108.65, 'revenue_pct_difference': 13.69, 'anomaly_score': 0.9514, 'risk_score': 0.3074, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10058,,108.65,0.9514,Include Route 1324 Trip 10058 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-7B3EA53B3E39,2026-08-31T04:21:56.076508+00:00,1324,10059,NORMAL,0.2452,Nominal Operating Status — Route 1324,Trip 10059 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹1310.00 | Reported Revenue: ₹1310.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 105 | Reported Passengers: 105 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2452 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9808']","{'expected_passengers': 105.0, 'reported_passengers': 105.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1310.0, 'reported_revenue_inr': 1310.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9808, 'risk_score': 0.2452, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10059,,0.0,0.9808,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-A118D7BEA595,2026-08-31T04:21:56.076567+00:00,999,1006,MONITOR,0.3256,Operational Review Alert — Route 999,Trip 1006 on Route 999 triggered operational monitoring with composite risk score 0.33.,"['Expected Revenue: ₹648.01 | Reported Revenue: ₹523.00 (Deficit: ₹125.01, 19.3%)', 'Expected Passengers: 57 | Reported Passengers: 47 (Difference: 10, 18.1%)', 'Multi-factor Risk Score: 0.3256 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9700']","{'expected_passengers': 57.4, 'reported_passengers': 47.0, 'passenger_difference': 10.4, 'passenger_pct_difference': 18.11, 'expected_revenue_inr': 648.01, 'reported_revenue_inr': 523.0, 'revenue_difference_inr': 125.01, 'revenue_pct_difference': 19.29, 'anomaly_score': 0.97, 'risk_score': 0.3256, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",999,1006,,125.01,0.97,Include Route 999 Trip 1006 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-CD5DCFF59AD6,2026-08-31T04:21:56.076630+00:00,1324,10060,MONITOR,0.3207,Operational Review Alert — Route 1324,Trip 10060 on Route 1324 triggered operational monitoring with composite risk score 0.32.,"['Expected Revenue: ₹1537.00 | Reported Revenue: ₹1537.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 119 | Reported Passengers: 119 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.3207 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9873', 'Graph Discrepancy Localized Subpath: 21172 -> 22378 (Seq 1-8) (Confidence: 0.49)']","{'expected_passengers': 119.0, 'reported_passengers': 119.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1537.0, 'reported_revenue_inr': 1537.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9873, 'risk_score': 0.3207, 'localization_confidence': 0.4927, 'localized_subpath': '21172 -> 22378 (Seq 1-8)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10060,21172 -> 22378 (Seq 1-8),0.0,0.9873,Include Route 1324 Trip 10060 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-A6A4E00C7BCA,2026-08-31T04:21:56.076694+00:00,1324,10061,NORMAL,0.276,Nominal Operating Status — Route 1324,Trip 10061 operates within nominal baseline parameters (risk score 0.28).,"['Expected Revenue: ₹1091.04 | Reported Revenue: ₹1041.00 (Deficit: ₹50.04, 4.6%)', 'Expected Passengers: 88 | Reported Passengers: 84 (Difference: 4, 4.7%)', 'Multi-factor Risk Score: 0.2760 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9841']","{'expected_passengers': 88.2, 'reported_passengers': 84.0, 'passenger_difference': 4.2, 'passenger_pct_difference': 4.72, 'expected_revenue_inr': 1091.04, 'reported_revenue_inr': 1041.0, 'revenue_difference_inr': 50.04, 'revenue_pct_difference': 4.59, 'anomaly_score': 0.9841, 'risk_score': 0.276, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10061,,50.04,0.9841,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-9355EEFCEEF8,2026-08-31T04:21:56.076750+00:00,1324,10062,NORMAL,0.2461,Nominal Operating Status — Route 1324,Trip 10062 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹1389.00 | Reported Revenue: ₹1389.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 123 | Reported Passengers: 123 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2461 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9843']","{'expected_passengers': 123.0, 'reported_passengers': 123.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1389.0, 'reported_revenue_inr': 1389.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9843, 'risk_score': 0.2461, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10062,,0.0,0.9843,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-B691B4D750AD,2026-08-31T04:21:56.076868+00:00,1324,10063,NORMAL,0.2456,Nominal Operating Status — Route 1324,Trip 10063 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹1335.00 | Reported Revenue: ₹1335.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 118 | Reported Passengers: 118 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2456 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9824']","{'expected_passengers': 118.0, 'reported_passengers': 118.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1335.0, 'reported_revenue_inr': 1335.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9824, 'risk_score': 0.2456, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10063,,0.0,0.9824,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-951A2F12F93A,2026-08-31T04:21:56.076936+00:00,1324,10064,NORMAL,0.2456,Nominal Operating Status — Route 1324,Trip 10064 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹1353.00 | Reported Revenue: ₹1353.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 115 | Reported Passengers: 115 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2456 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9824']","{'expected_passengers': 115.0, 'reported_passengers': 115.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1353.0, 'reported_revenue_inr': 1353.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9824, 'risk_score': 0.2456, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10064,,0.0,0.9824,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-A4860D4F2D0D,2026-08-31T04:21:56.076997+00:00,1324,10065,NORMAL,0.2458,Nominal Operating Status — Route 1324,Trip 10065 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹1485.00 | Reported Revenue: ₹1485.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 120 | Reported Passengers: 120 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2458 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9832']","{'expected_passengers': 120.0, 'reported_passengers': 120.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1485.0, 'reported_revenue_inr': 1485.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9832, 'risk_score': 0.2458, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10065,,0.0,0.9832,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-4610D3522D80,2026-08-31T04:21:56.077059+00:00,1324,10066,NORMAL,0.2451,Nominal Operating Status — Route 1324,Trip 10066 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹1493.00 | Reported Revenue: ₹1493.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 125 | Reported Passengers: 125 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2451 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9805']","{'expected_passengers': 125.0, 'reported_passengers': 125.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1493.0, 'reported_revenue_inr': 1493.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9805, 'risk_score': 0.2451, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10066,,0.0,0.9805,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-C3F59516E972,2026-08-31T04:21:56.077119+00:00,1324,10067,NORMAL,0.2448,Nominal Operating Status — Route 1324,Trip 10067 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹1525.00 | Reported Revenue: ₹1525.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 129 | Reported Passengers: 129 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2448 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9793']","{'expected_passengers': 129.0, 'reported_passengers': 129.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1525.0, 'reported_revenue_inr': 1525.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9793, 'risk_score': 0.2448, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10067,,0.0,0.9793,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-DDE34473CE7E,2026-08-31T04:21:56.077179+00:00,1324,10068,NORMAL,0.2449,Nominal Operating Status — Route 1324,Trip 10068 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹1524.00 | Reported Revenue: ₹1524.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 126 | Reported Passengers: 126 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2449 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9794']","{'expected_passengers': 126.0, 'reported_passengers': 126.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1524.0, 'reported_revenue_inr': 1524.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9794, 'risk_score': 0.2449, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10068,,0.0,0.9794,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-7D498CD7F912,2026-08-31T04:21:56.077239+00:00,1324,10069,NORMAL,0.2464,Nominal Operating Status — Route 1324,Trip 10069 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹1578.00 | Reported Revenue: ₹1578.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 125 | Reported Passengers: 125 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2464 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9856']","{'expected_passengers': 125.0, 'reported_passengers': 125.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1578.0, 'reported_revenue_inr': 1578.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9856, 'risk_score': 0.2464, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10069,,0.0,0.9856,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-DE7F7C76CE5D,2026-08-31T04:21:56.077304+00:00,999,1007,MONITOR,0.5368,Passenger & Revenue Discrepancy Alert — Route 999,"Trip 1007 on Route 999 recorded 83 passengers (expected 130, -36.1%) and ₹914.00 revenue (expected ₹1477.15, -38.1%).","['Expected Revenue: ₹1477.15 | Reported Revenue: ₹914.00 (Deficit: ₹563.15, 38.1%)', 'Expected Passengers: 130 | Reported Passengers: 83 (Difference: 47, 36.1%)', 'Multi-factor Risk Score: 0.5368 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9893', 'Graph Discrepancy Localized Subpath: 21172_PF10 -> 21520 (Seq 1-2) (Confidence: 0.58)']","{'expected_passengers': 129.8, 'reported_passengers': 83.0, 'passenger_difference': 46.8, 'passenger_pct_difference': 36.06, 'expected_revenue_inr': 1477.15, 'reported_revenue_inr': 914.0, 'revenue_difference_inr': 563.15, 'revenue_pct_difference': 38.12, 'anomaly_score': 0.9893, 'risk_score': 0.5368, 'localization_confidence': 0.5807, 'localized_subpath': '21172_PF10 -> 21520 (Seq 1-2)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",999,1007,21172_PF10 -> 21520 (Seq 1-2),563.15,0.9893,Include Route 999 Trip 1007 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-F227F4A6265C,2026-08-31T04:21:56.077365+00:00,1324,10070,NORMAL,0.2452,Nominal Operating Status — Route 1324,Trip 10070 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹1535.00 | Reported Revenue: ₹1535.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 132 | Reported Passengers: 132 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2452 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9809']","{'expected_passengers': 132.0, 'reported_passengers': 132.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1535.0, 'reported_revenue_inr': 1535.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9809, 'risk_score': 0.2452, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10070,,0.0,0.9809,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-2DF32728F46F,2026-08-31T04:21:56.077421+00:00,1324,10071,NORMAL,0.246,Nominal Operating Status — Route 1324,Trip 10071 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹1559.00 | Reported Revenue: ₹1559.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 138 | Reported Passengers: 138 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2460 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9840']","{'expected_passengers': 138.0, 'reported_passengers': 138.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1559.0, 'reported_revenue_inr': 1559.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.984, 'risk_score': 0.246, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10071,,0.0,0.984,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-55FD05D22AB5,2026-08-31T04:21:56.077477+00:00,1324,10072,NORMAL,0.2452,Nominal Operating Status — Route 1324,Trip 10072 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹1555.00 | Reported Revenue: ₹1555.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 136 | Reported Passengers: 136 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2452 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9808']","{'expected_passengers': 136.0, 'reported_passengers': 136.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1555.0, 'reported_revenue_inr': 1555.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9808, 'risk_score': 0.2452, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10072,,0.0,0.9808,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-4631EB64F4D7,2026-08-31T04:21:56.077535+00:00,1324,10073,MONITOR,0.3384,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 22088 -> 22645_PF3 (Seq 35-41) with 60.2% spatial confidence (estimated impact: ₹0.00).,"['Expected Revenue: ₹1756.00 | Reported Revenue: ₹1756.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 139 | Reported Passengers: 139 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.3384 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9922', 'Graph Discrepancy Localized Subpath: 22088 -> 22645_PF3 (Seq 35-41) (Confidence: 0.60)']","{'expected_passengers': 139.0, 'reported_passengers': 139.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 1756.0, 'reported_revenue_inr': 1756.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9922, 'risk_score': 0.3384, 'localization_confidence': 0.6022, 'localized_subpath': '22088 -> 22645_PF3 (Seq 35-41)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10073,22088 -> 22645_PF3 (Seq 35-41),0.0,0.9922,Include Route 1324 Trip 10073 in automated telemetry monitoring queue for subsequent schedules.,SEGMENT_ANOMALY,OPEN,1.0.0
